NO	Classification	Language	Course Name	Course ID	Training Hours
6000	Expertise	English (US)	How to Use Generative AI: Building an AI-First Mindset	d8bcc9de-a275-56a3-92ee-c63e3c9cc630	0.8
6001	Expertise	English (US)	HTML, CSS, and Generative AI: Speed Up Your Process	a36aba33-ef3f-5475-ae99-38ffc3faacc9	2.22
6002	Expertise	English (US)	Improving Insights with OpenAI's Advanced Data Analysis	c7bd6a9d-bb8c-53d4-b738-2908e31868eb	0.25
6003	Expertise	English (US)	InDesign 2024 Essential Training	3a749897-f7d2-5cb1-b128-7d001c933d15	5.37
6004	Expertise	English (US)	Installing, Running and Testing LLMs on Your Local Computer	0c5d375f-9733-5b82-81e8-c5c3873ef7fe	0.23
6005	Expertise	English (US)	Integrate Microsoft Graph in Your Applications	f79a15d3-581a-57e0-9fc4-e58dde5a9599	1.85
6006	Expertise	English (US)	Integrating AI Image Generation into Web Apps	5ef9575d-ab6b-500c-b8fa-71cfea5bf6e3	1.62
6007	Expertise	English (US)	Integrating Generative AI into Business Strategy	8ffa8b90-60da-5652-a433-eb7674fb4b37	0.6
6008	Expertise	English (US)	Integrating Generative AI into the Creative Process	73ec823e-0854-5092-91c6-d255c30acd85	1.47
6009	Expertise	English (US)	Intelligent Automation Foundations	acaf3477-c2db-5c0a-ab15-b9583d8d6a2b	1.02
6010	Expertise	English (US)	Introducing AI to Your Organization	6ad93fdb-bc01-5784-a262-18afb0df1476	0.88
6011	Expertise	English (US)	Introducing Semantic Kernel: Building AI-Based Apps	28445531-1324-5c48-a225-e12189f10e24	0.28
6012	Expertise	English (US)	Introduction to AI Governance	93e00115-34c5-548e-a0a1-f25428758b40	0.98
6013	Expertise	English (US)	Introduction to AI-Native Vector Databases	ce440e33-f949-5a6d-832f-ecb9fd429f9a	2.78
6014	Expertise	English (US)	Introduction to Attention-Based Neural Networks	3c6e19a9-6157-5872-a113-bd7410c259a1	2.18
6015	Expertise	English (US)	Introduction to Auditing AI Systems	f012396d-136a-57a3-ad8f-823ede2e2446	1.32
6016	Expertise	English (US)	Introduction to AWS AI Services for Developers	4804bdf0-245e-5efb-b311-781fd51e8037	0.85
6017	Expertise	English (US)	Introduction to Conversational AI	97f6ed44-2f7c-5b4d-a739-3038aeb0eb78	0.52
6018	Expertise	English (US)	Introduction to Generative Adversarial Networks (GANs)	27e8cb54-8d47-50dd-a3e6-4ee45dc7d587	0.48
6019	Expertise	English (US)	Introduction to Generative AI with GPT	344f9d2c-4ca3-5af5-b2e5-e1bdb76fdac4	1.08
6020	Expertise	English (US)	Introduction to Microsoft 365 for IT Pros	7a91e7f2-1c67-516f-8cb7-5c5f9e07a774	2.07
6021	Expertise	English (US)	Introduction to MLSecOps	9f069142-17fc-5e52-aaf5-77fb7497d678	1.03
6022	Expertise	English (US)	Introduction to Multimodal Prompting for Generative AI	21b9decd-e1fc-52ac-b01b-0c5e2e9f6dc6	0.7
6023	Expertise	English (US)	Introduction to Prompt Engineering for Generative AI	2bc5885a-38a6-5ade-aa59-ecfd9986bc29	1.05
6024	Expertise	English (US)	Introduction to Spring AI	10f0a59e-87dc-5408-a1c0-464f281bd3e7	0.93
6025	Expertise	English (US)	Introduction to the Cyber Kill Chain	81198e2d-fd2c-5a56-ab5d-803dc7fd9671	0.73
6026	Expertise	English (US)	Investing in Human Skills in the Age of AI	3784c73d-ed4f-5ee6-a1ac-b1500ba04330	0.4
6027	Expertise	English (US)	iOS 17 Development Essential Training	d08be3ad-759d-572b-b8cd-f49567caca76	1.73
6028	Expertise	English (US)	ISO/IEC 42001:2023: Understanding and Implementing the Artificial Intelligence Management System (AIMS) Standard	2c141055-7c3a-57e4-ae59-4edd2f531cef	1.7
6029	Expertise	English (US)	IT Service Desk: Create a Knowledge Management Center Using ChatGPT	0b511a86-87b3-5639-9416-249c13f06e4e	1.72
6030	Expertise	English (US)	Kali Purple Essential Training	fd2b4f52-805e-57c3-a87c-f9472690a2fa	4.52
6031	Expertise	English (US)	Large Language Models: Text Classification for NLP using BERT	47ddbce1-4c8f-58aa-938e-cfe4397e4035	0.92
6032	Expertise	English (US)	Leading Responsible AI in Organizations	380dfc0f-6a99-5ac2-bf01-e6840e9c1af8	0.65
6033	Expertise	English (US)	Leading with a Digital Mindset in the Age of AI	a298d2ac-26bf-5948-bdb1-23b0599f1c65	0.95
6034	Expertise	English (US)	Leading with Innovation In the Age of AI	58fb7b69-686e-5068-b89b-77aaccba7470	1.73
6035	Expertise	English (US)	Lean Principles for Environmental Sustainability	73b96041-9f0f-54d2-880f-f502f63933ae	0.62
6036	Expertise	English (US)	Learning AI with GitHub Copilot	a1d0e9cc-070f-5d78-a83a-b935a80dcf3b	1.07
6037	Expertise	English (US)	Learning Amazon Bedrock	ffd759d9-5ee8-5559-8397-29d4fcb6fc12	1.88
6038	Expertise	English (US)	Learning Excel Desktop (Microsoft 365)	c7b0775d-26af-55aa-87f8-d05bda833da4	1.52
6039	Expertise	English (US)	Learning H20.ai	f8bc9af1-cbfc-536e-aa79-e00fe96930f6	1.7
6040	Expertise	English (US)	Learning Microsoft 365	458b95f0-e1ad-521b-b52f-d373de8dc238	1.35
6041	Expertise	English (US)	Learning TinyML: A Hands-On Course	c6cbb9c5-9eaa-5f57-8579-0037273c08fe	1.17
6042	Expertise	English (US)	Learning Vertex AI: MLOps with Google Cloud	16275eec-6585-5d72-8ead-3c39ee711d10	1.63
6043	Expertise	English (US)	Learning XAI: Explainable Artificial Intelligence	097e487e-bff4-538f-a6f3-8be0d6c1a4a1	1.23
6044	Expertise	English (US)	Level up LLM applications development with LangChain and OpenAI	c82449e8-7177-57c4-aa4b-9296f02441d6	3.87
6045	Expertise	English (US)	Leveraging AI for Governance, Risk, and Compliance	6e1e36c3-59b7-58bf-aef2-0cc03dd906cf	0.28
6046	Expertise	English (US)	Leveraging AI in Contact Centers: Overcoming Volume and Improving Customer Experience	8574b514-fc8a-5f23-b53d-ce19187f3e03	0.98
6047	Expertise	English (US)	Leveraging AI Tools to Build a Customer Journey	50ac0f19-11d9-58ff-ac1d-58882f88b0eb	1.28
6048	Expertise	English (US)	Leveraging GenAI in .NET MAUI Development	52895598-bc24-5c80-b173-40e18062ae46	2.65
6049	Expertise	English (US)	Leveraging Generative AI in Finance and Accounting	82b9a0d7-239b-53e2-bd3d-f51b56c71332	0.77
6050	Expertise	English (US)	Leveraging the Power of Social Intelligence in the Age of AI	9892cf8d-ed0f-5914-96e1-0b2314bd651b	0.28
6051	Expertise	English (US)	LinkedIn AI Academy AI-100: 1 Demystifying AI	ba33bd47-238a-54dc-b1a2-6814a2c3d07c	1.03
6052	Expertise	English (US)	LinkedIn AI Academy AI-100: 2 Supervised Learning with Neural Networks	badc6383-050b-5b17-96df-8054a8d0cdd6	1.15
6053	Expertise	English (US)	LinkedIn AI Academy AI-100: 3 Scaling AI at LinkedIn	8457b287-c3d6-5e0b-aa3f-af9a80ee7cd0	1.7
6054	Expertise	English (US)	Livewire Essential Training	eb0a9066-6297-5699-a3d8-8dd345721525	0.87
6055	Expertise	English (US)	LLaMa for Developers	b9fcc4fd-68fc-5012-9413-b09cd3ff5dc9	1.58
6056	Expertise	English (US)	LLM Foundations: Building Effective Applications for Enterprises	b345c257-2a09-536b-9bfc-146e39eb8ae6	1.72
6057	Expertise	English (US)	LLM Foundations: Vector Databases for Caching and Retrieval Augmented Generation (RAG)	4c3b9851-4652-52fd-b4c1-8abc4bda23c2	1.55
6058	Expertise	English (US)	Machine Learning & AI Foundations: Linear Regression	3f46c0f1-bf9d-58ca-a4fe-89f9d7557e42	4.08
6059	Expertise	English (US)	Machine Learning and AI Foundations: Advanced Decision Trees with KNIME	596993d6-7fe3-5acd-9ec2-923065d85796	1.55
6060	Expertise	English (US)	Machine Learning and AI Foundations: Classification Modeling	4a7db49a-6791-54b2-acf5-6639ee6537fe	2.08
6061	Expertise	English (US)	Machine Learning and AI Foundations: Clustering and Association	ba11e041-aa61-56ef-9a9d-baf94d5e70b8	3.55
6062	Expertise	English (US)	Machine Learning and AI Foundations: Decision Trees with SPSS	5964a2e9-53f8-5fd6-bdfa-ae3ce66f3837	1.45
6063	Expertise	English (US)	Machine Learning and AI Foundations: Recommendations	21641a22-f902-52b0-a04e-327fcfa00e2b	0.97
6064	Expertise	English (US)	Machine Learning and AI Foundations: Value Estimations	d5583786-965a-5ff6-b934-3268da306165	1.07
6065	Expertise	English (US)	Machine Learning Foundations: Calculus	d7192ce1-2948-5572-a325-d01618d07c5a	1.48
6066	Expertise	English (US)	Machine Learning Foundations: Linear Algebra	ecd44fad-7abd-5a74-a4b4-e4232286324b	1.33
6067	Expertise	English (US)	Machine Learning Foundations: Probability	7df073f7-340a-59b3-8c42-f3b8736bf2ba	1.4
6068	Expertise	English (US)	Machine Learning Foundations: Prototyping on the Edge	405ef1ca-68ad-5421-b64d-3168a8795322	1.35
6069	Expertise	English (US)	Machine Learning Fundamentals for Healthcare	46b6e476-6c6b-5c9b-b623-8ed10c268846	1.6
6070	Expertise	English (US)	Machine Learning with Python: Association Rules	efbd19e0-1088-5458-9e25-aeb4e2cf7a8e	1.45
6071	Expertise	English (US)	Machine Learning with Python: Logistic Regression	cdac13a1-a999-5225-9417-0967289050de	1.32
6072	Expertise	English (US)	Magic ToDo: An AI Tool to Make Complex Projects Simpler	8e0a6b86-0b23-5097-a8cb-275738992fa6	0.23
6073	Expertise	English (US)	Mailchimp Essential Training	dd5c3ea9-8659-5768-b8f1-3fd6a78ec6a3	1.27
6074	Expertise	English (US)	Making the Business Case for AI in Your Company	36e3b9cc-ce14-575c-be6c-954c040f492c	0.67
6075	Expertise	English (US)	Making Your AI Results More Predictable	2e92d055-f297-50a5-a867-eef83b015503	1
6076	Expertise	English (US)	Manage and Optimize Big Data with Apache Iceberg	a5207404-823b-5026-967f-19348835e4b8	1.38
6077	Expertise	English (US)	Managing AI Security Risks with ISO 27001	1508ba20-c0e8-540b-92a8-a7cde3bdc6dd	1.48
6078	Expertise	English (US)	Managing Projects with Microsoft Teams	b24965cd-8efb-5e58-aacb-7416d47bca43	1.95
6079	Expertise	English (US)	Marketing Tools: How to Leverage AI Tools to Transform Your Marketing	a83c9b0e-f9b6-567b-ab84-5c030799f6e5	0.85
6080	Expertise	English (US)	Mastering AI Tools for Efficient C# Development	81e1a178-c573-5af8-ba8d-08c51f59af04	1.07
6081	Expertise	English (US)	Mastering Project Management with Asana	ecd3b2ac-56ea-598a-a120-150790a3781a	0.35
6082	Expertise	English (US)	MATLAB Essential Training	5e709e61-574b-502f-9d71-da482a409ac1	2.55
6083	Expertise	English (US)	MERN Essential Training	8e6eb883-4b57-568b-9637-b147e160d703	1.8
6084	Expertise	English (US)	Microsoft 365 Copilot Quick Tips	01a5d03a-1e86-5ee1-9272-139ab196d2af	1.07
6085	Expertise	English (US)	Microsoft 365 Copilot: Architectural Components	7466107d-5fac-5a33-8dc0-d47bfadd8b08	0.78
6086	Expertise	English (US)	Microsoft 365: Administration	fb04d99f-bdce-5392-bb58-58be4dbaf32b	1.92
6087	Expertise	English (US)	Microsoft Azure Data Scientist Associate (DP-100) Cert Prep: 1 Manage Azure Resources for Machine Learning	47bb5fc5-c742-5c93-83b9-6c21ca3bee90	0.32
6088	Expertise	English (US)	Microsoft Azure Data Scientist Associate (DP-100) Cert Prep: 2 Run Experiments and Train Models	4ff7139d-3992-5a49-a3d4-3e9d6efc9851	0.52
6089	Expertise	English (US)	Microsoft Azure Data Scientist Associate (DP-100) Cert Prep: 3 Deploy and Operationalize Machine Learning Solutions	374b2e8a-dc73-561a-b27b-d449bd9b5bbf	0.53
6090	Expertise	English (US)	Microsoft Azure Data Scientist Associate (DP-100) Cert Prep: 4 Implement Responsible Machine Learning	c1e46756-7a47-5e04-9c7e-fc93c51ea23d	0.3
6091	Expertise	English (US)	Microsoft Azure Machine Learning Fundamentals	df4797ea-680f-5ade-8086-06eaf6f9d3cc	3.3
6092	Expertise	English (US)	Microsoft Cloud for Sustainability: ESG and the Future of Business	e92a385e-1b37-59c3-ba7d-fe6667c773e4	0.47
6093	Expertise	English (US)	Microsoft Defender for Office 365	4cd772cc-808c-5139-9432-ef57a47691cf	2.27
6094	Expertise	English (US)	Microsoft Designer: Create Stunning Designs with the Power of AI	897fd45e-bb03-5233-8472-a21bb567b7af	0.52
6095	Expertise	English (US)	Microsoft Mesh and New Meeting Features in Microsoft Teams	c0bce071-eba9-507f-a525-894313dcdf32	0.4
6096	Expertise	English (US)	Microsoft Power BI Data Analyst Associate (PL-300) Cert Prep by Microsoft Press	6f58ec2f-92ac-5cc3-a1b6-98c7863881e2	5.6
6097	Expertise	English (US)	Microsoft Power Pages Essential Training	c4f9b1df-4a85-557d-b31f-33f770275687	1.35
6098	Expertise	English (US)	Microsoft Teams AI Solutions: Teams Premium vs. Copilot	c5b41483-10b5-5f28-bfca-82d07e70e7b5	0.32
6099	Expertise	English (US)	Microsoft Teams Quick Tips	9d57c7a5-f30f-5ba9-9172-3c4f46a8f539	0.45
6100	Expertise	English (US)	MLOps Essentials: Model Deployment and Monitoring	3f0c29d7-696a-5577-a43b-0b234e5e2fe2	1.38
6101	Expertise	English (US)	MLOps Essentials: Model Development and Integration	3dbe2df0-fd5a-5065-988b-aa80840af886	1.5
6102	Expertise	English (US)	MLOps Essentials: Monitoring Model Drift and Bias	320a741a-f26c-5ae9-bfd1-ac733b015056	1.08
6103	Expertise	English (US)	Multimodal Prompting with Google's Project Gemini	9c5fbe6b-549f-51f0-9b1d-f4f18a91f89f	0.25
6104	Expertise	English (US)	Nano Tips for Building AI Actions for GPTs with Zapier and ChatGPT with Lachezar Arabadzhiev	9ffb4165-18a5-566b-aacd-287da2446943	0.18
6105	Expertise	English (US)	Nano Tips for Communicating with Executives with Lorraine Lee	0ac8476d-c38a-5f3a-9044-7e0b009ce1ce	0.17
6106	Expertise	English (US)	Nano Tips for Creating an AI Prompt Library for Marketing Professionals with Ross Simmonds	59bf736e-48fb-54d6-b38e-f027c47dc267	0.17
6107	Expertise	English (US)	Nano Tips for Creating Custom GPTs and Assistants with Lachezar Arabadzhiev	448110d3-2bfb-5da2-a138-f3fdbbb8dfdd	0.2
6108	Expertise	English (US)	Nano Tips for Delegating as a Manager with Lorraine Lee	f03aeab4-1dd9-59ea-b6df-eecab98be585	0.13
6109	Expertise	English (US)	Nano Tips for Influencing Those More Senior Than You with Shadé Zahrai	e3472b72-31d5-5fd7-a7c0-6fb0b03152d4	0.1
6110	Expertise	English (US)	Nano Tips for Leading with Positivity with Lorraine Lee	d681aba4-8890-50eb-a8ca-af3a9ea04821	0.15
6111	Expertise	English (US)	Nano Tips for Leveraging Technical Prompts Using ChatGPT with Lachezar Arabadzhiev	9e81c121-4421-52ec-bd23-eaed0984ef18	0.22
6112	Expertise	English (US)	Nano Tips For Marketing Using AI Tools with Sam Dey	8daa2c33-c593-515f-a8b7-2aae49f19561	0.23
6113	Expertise	English (US)	Nano Tips for More Effective Meetings with Shadé Zahrai	bd6eb73e-84df-59b2-a7be-6ea27609b145	0.13
6114	Expertise	English (US)	Nano Tips for Nailing Your Job Interview with Sho Dewan	de9ffae6-05ae-58e4-a5a9-43f5e1956f70	0.12
6115	Expertise	English (US)	Nano Tips for Resilient Communication with Lorraine Lee	b350a3ac-5866-564e-92da-950fac9a2bbd	0.15
6116	Expertise	English (US)	Nano Tips for Self-Motivation with Lorraine K. Lee	946120af-0c20-5cc2-a284-b0edfb7b8c04	0.17
6117	Expertise	English (US)	Nano Tips for Using AI to Boost Productivity for Any Role with Rachel Woods	f432bdaa-628d-5a29-a130-8c60e5d0a59d	0.25
6118	Expertise	English (US)	Nano Tips for Using ChatGPT for Business with Rachel Woods	57ef0e6a-314b-5dc8-9365-8d8761e52cc0	0.18
6119	Expertise	English (US)	Nano Tips for Using ChatGPT for Marketers with Ross Simmonds	210a3999-7863-5557-adfc-480517b48a33	0.15
6120	Expertise	English (US)	Nano Tips to Communicate Assertively and Set Boundaries with Shadé Zahrai	8559ddd1-c21c-50a0-bafc-27ef4fc64891	0.1
6121	Expertise	English (US)	Nano Tips To Improve Adaptability and Flexibility with Lorraine K. Lee	a6ac5872-e6f7-565c-8f4e-02b4e786f80d	0.17
6122	Expertise	English (US)	Nano Tips to Project Confidence and Executive Presence with Shadé Zahrai	59106d7f-5b39-52c9-87c3-2446babf9372	0.13
6123	Expertise	English (US)	Nano Tips to Thrive in Uncertainty and Embrace Change with Shadé Zahrai	151944cc-f49e-5ff0-933f-70d24e249091	0.15
6124	Expertise	English (US)	Nano Tips to Use AI for Better Work-Life Balance with Ashley Herd	99753f81-711b-58e8-be8b-a7038aa1bb6b	0.15
6125	Expertise	English (US)	Nano Tips to Use AI to Be a More Effective Manager with Ashley Herd	342649af-4003-5b8d-9565-92a5814bc568	0.12
6126	Expertise	English (US)	Natural Language Processing with ML.NET by Microsoft Press	bd3a3dc8-5122-5df6-8a44-8cddcce448e1	2.92
6127	Expertise	English (US)	Navigating AI Through an Intersectional DEI Lens	42bfd7b5-abf6-53b6-b875-8db6fd31122b	0.7
6128	Expertise	English (US)	Neural Networks and Convolutional Neural Networks Essential Training	50813c25-e4bb-5e22-94ab-3fb9dca35bed	1.32
6129	Expertise	English (US)	Next-Level AI Capabilities in Anthropic's Claude 3.5	5156bbbb-3af1-5c12-be51-fa99ed0404a8	0.27
6130	Expertise	English (US)	No-Code AI: Harness the Power of AI without Programming	52c0c48e-2e8c-58a6-b800-1ca3846aa910	0.67
6131	Expertise	English (US)	No-Code Data Analysis and Visualization with ChatGPT	5fb90124-575a-53c7-960e-7accd9010f30	0.6
6132	Expertise	English (US)	No-Code Generative AI for Business Professionals	a3a9d422-807e-5e25-a48b-c19e390f1cc0	1.03
6133	Expertise	English (US)	OpenAI API: Function Calling	1810c52e-368e-50e2-a202-5a31c6031d42	0.28
6134	Expertise	English (US)	OpenAI ChatGPT: Creating Custom GPTs	7444cd79-08da-5a4e-962d-b888527eb2e6	0.58
6135	Expertise	English (US)	OpenCV for Python Developers	26f46010-6f0f-50f9-9fcb-ecc71189f541	3.08
6136	Expertise	English (US)	Outlook Essential Training (Microsoft 365)	36c681a7-1266-5e84-b8f5-d512586e5ff6	1.8
6137	Expertise	English (US)	Outlook on the Web Essential Training	f767704a-2984-5205-a4b9-71101207b5e4	3.08
6138	Expertise	English (US)	OWASP Top 10: #7 Identification and Authentication Failures and #8 Software and Data Integrity Failures	c2cba674-37b2-5b34-8018-f3dc0785e380	0.67
6139	Expertise	English (US)	Pair Programming with AI	146e88a4-3e15-5ee2-beec-40563e1ae5b7	1.47
6140	Expertise	English (US)	pandas Essential Training	545f8fcb-86ec-5cf6-b3c0-5af3d843148b	3.17
6141	Expertise	English (US)	Penetration Testing Essential Training	9c8e1016-d95c-5d7b-9f5e-ad044a18b039	2.92
6142	Expertise	English (US)	Photoshop 2024 Essential Training	da6f4f17-621a-59c4-9177-a44f5dfca409	10.2
6143	Expertise	English (US)	Photoshop 2024: New AI Features	3de0d67d-7153-5b30-89eb-3e95e375db90	0.65
6144	Expertise	English (US)	Photoshop: AI Neural Filters for Creative Edits	d04d60f9-0fc5-599b-84dd-b5b278d69e99	1.12
6145	Expertise	English (US)	Power BI: Working Together with Microsoft 365 Apps	50b42337-b543-55d1-bd95-1587ea386677	0.52
6146	Expertise	English (US)	Process Mining for Robotic Process Automation	21887a43-e8c5-52e1-b092-dacdfa6cf8b1	0.5
6147	Expertise	English (US)	Programming Foundations: Algorithms	e176b75c-86d9-57e9-977b-f1d8da1852e2	1.75
6148	Expertise	English (US)	Prometheus Essential Training	19aa103b-3a7a-58fa-b8ce-07df8b659d2d	1.82
6149	Expertise	English (US)	Prompt Engineering and AI Agents with ChatGPT	91adbae6-a197-58f0-adcd-5e11b24d2c2b	0.45
6150	Expertise	English (US)	Prompt Engineering with ChatGPT	8ea11faa-cfaa-5e25-9f53-aa85b45cd063	0.9
6151	Expertise	English (US)	Prompt Engineering with Gemini	f014efe4-4a6d-5be4-bf12-e0ea43134f7e	1.03
6152	Expertise	English (US)	Prompt Engineering with LangChain	32f1c538-e13c-55c4-a29e-502ca05ab385	5.35
6153	Expertise	English (US)	Prompt Engineering: How to Talk to the AIs	45a01000-8cb9-5965-acbe-0b714fe9c87a	0.48
6154	Expertise	English (US)	Prompting ChatGPT with Multimodal Techniques	845b8d18-32c8-5c16-8bb9-6783918e334f	0.38
6155	Expertise	English (US)	Protect Your Well-being Through Change and Uncertainty	eb3594db-8ee6-5677-a4c1-0a688aec2f16	0.53
6156	Expertise	English (US)	Python in Excel Quick Start	d4594094-ee90-5064-991c-a23197c9d9c6	1.67
6157	Expertise	English (US)	RAG and Fine-Tuning Explained	c5930deb-dffc-5192-9cc7-486b50cf1e68	0.33
6158	Expertise	English (US)	Recommendation Systems: A Practical Introduction	40cba33c-1ea6-53c0-acc1-fc5f998b3d0c	1.3
6159	Expertise	English (US)	Red Teaming for Generative AI: Building Robust and Responsible Solutions	d4e5cd7f-0320-5a9e-acc0-b5f0947b67f1	0.45
6160	Expertise	English (US)	Redis + AI: Building a Vector Database with Redis	8cabc79e-f212-52fc-9db4-ad88b7426468	2.53
6161	Expertise	English (US)	Responsible AI for Managers	fe8ca6a3-9a07-5c4c-a6f0-19b4ae02d381	0.38
6162	Expertise	English (US)	Responsible AI to the Rescue	f3d8ddfc-596c-50c1-b4b4-cf1c8970ea42	0.4
6163	Expertise	English (US)	Responsible AI: Principles and Practical Applications	695a8d30-5c57-5119-971d-d61c19dd2488	1.1
6164	Expertise	English (US)	Responsible Generative AI and Local LLMs	4a1d2a95-fca1-5b0a-aeca-8a004dbff56e	1.8
6165	Expertise	English (US)	Revit 2025: Essential Training for Architecture	258a4436-aa05-52da-9563-a7f49007cf6a	16.9
6166	Expertise	English (US)	Running Microsoft Workloads on AWS	36826030-7728-57c4-a1f3-b6afdcc726e7	3.08
6167	Expertise	English (US)	Sales Strategy: Using AI and Automation to Sell More	0c1c494a-189f-558f-9813-86db6d39cd94	0.8
6168	Expertise	English (US)	SAP S/4HANA Essential Training	64c9b39d-77d1-5536-ae2e-796950302917	1.57
6169	Expertise	English (US)	Scala Essential Training	7c4460cc-c746-592f-b021-aaca0e843df1	4.72
6170	Expertise	English (US)	Scaling Generative AI: Building a Strategy for Adoption and Expansion	f013c586-c855-5de1-ad40-f58a477faccb	0.47
6171	Expertise	English (US)	Secure Generative AI with Amazon Bedrock	04387f45-e93d-5420-9fb9-137cef142dc6	2.17
6172	Expertise	English (US)	Securing the Use of Generative AI in Your Organization	dafa2266-7ca4-5fbc-ae26-d6707748a532	1.25
6173	Expertise	English (US)	Self-Supervised Machine Learning	981363b4-074c-5aa0-9790-f3a8e396da26	2.28
6174	Expertise	English (US)	Sharepoint Online Essential Training: Beyond the Basics	0b329a12-ed21-58ae-8c2d-43a851914bd7	3.58
6175	Expertise	English (US)	SharePoint Online Essential Training: The Basics	bdbc6ad3-f3dd-5249-839c-34a227e694d6	2.02
6176	Expertise	English (US)	Simple Tips for Writing Emails that Resonate and Convert	7c699d38-50d7-52ff-a929-fd7de97cf087	0.22
6177	Expertise	English (US)	Small Language Models and LlamaFile	3e26a60c-f130-5895-a847-c96433fb10b2	0.18
6178	Expertise	English (US)	Smartsheet Essential Training	14abcdb4-dbe2-5179-88ba-dde39b2e573b	1.62
6179	Expertise	English (US)	Software Testing Assistance with GitHub Copilot AI	e02b2951-1657-5693-8b9c-8ca618e355bc	1.27
6180	Expertise	English (US)	SOLIDWORKS 2024 Essential Training	452a6417-3adb-57a0-a841-ebe53acf3140	10
6181	Expertise	English (US)	SPSS Statistics Essential Training	d6d44965-ea90-5a86-b5a0-c5a8df0e7595	2.4
6182	Expertise	English (US)	Strengthen Your Decision-Making with Generative AI	e975e12f-cc64-5bfc-a9cb-35cbbd162bfc	0.9
6183	Expertise	English (US)	Supply Chain and Operations Careers: Certification Tips and Tricks	785ccf41-60e4-5505-8500-6fa5d0375433	2.52
6184	Expertise	English (US)	Supply Chain Foundations	c423e317-182f-5f14-97e8-d8f8917d947c	1.8
6185	Expertise	English (US)	Sustainability Strategies	14d1b43f-b00e-5efe-8a01-6e3c46027c77	0.77
6186	Expertise	English (US)	Sustainable LGBTQ+ Allyship	3eda4e10-101d-5203-b421-ca9ef762e0e7	0.88
6187	Expertise	English (US)	SwiftData Essential Training	b678b6a5-5173-5e91-89ad-c0da7f909af9	3.3
6188	Expertise	English (US)	Synthetic Data: Advanced Concepts and Applications	e2f1eaa9-8805-564f-bdb2-5b340f2540bc	0.63
6189	Expertise	English (US)	Tableau 2024.1: Essential Training	5e6e66d7-178d-5249-ba8b-b75b8fc3934d	4.68
6190	Expertise	English (US)	Tech On the Go: Ethics in AI	716be4af-ee98-5533-92df-98af5483fdb4	0.67
6191	Expertise	English (US)	TensorFlow 2: Working with Neural Networks	adbdcb50-05b9-5f0b-a717-5b9522a6a49f	0.72
6192	Expertise	English (US)	The Art and Craft of AI for Business Resilience	ee5307c6-3819-50a3-9428-1b29d65237a4	0.57
6193	Expertise	English (US)	The Future of Workforce Learning: AI-Powered Personalization for Skill Development	3e915719-9d3b-56f3-aaab-a9dbe72e06c9	0.6
6194	Expertise	English (US)	The Manager's Guide to Career Conversations in the Age of AI	75c90014-6510-57d8-ae76-a8ae7513ddb2	0.95
6195	Expertise	English (US)	The OWASP Top 10 for Large Language Model (LLM) Applications: An Overview	ab36622a-ca04-511c-9c55-9f534bcb8b00	0.85
6196	Expertise	English (US)	The Power of Accurate Prompting with Anthropic’s Claude	6f0d5108-cc3c-545a-bb6d-76354a0c6376	0.35
6197	Expertise	English (US)	The State of AI and Copyright	3df028b3-d73b-53cc-8ad2-a3e4b2cc7808	1.9
6198	Expertise	English (US)	The State of Generative AI: Images, Prompting, and Language Models	7b8794f7-0ff4-5611-a7c7-7cfb33726365	0.23
6199	Expertise	English (US)	The Ultimate Guide to Sustainable Project Management	5fc58745-eeb7-5673-b5a7-428d8bb2f10a	0.83
6200	Expertise	English (US)	Threat Modeling for AI/ML Systems	8b940379-e87c-5c0b-9419-93da7cbb4050	0.95
6201	Expertise	English (US)	Three Business Use Cases for OpenAI's GPT Generator	aba77052-eb28-5901-a4c2-275fc2f266c8	0.17
6202	Expertise	English (US)	Thriving as a Project Manager in the Age of AI	327a88dd-dea8-534e-8b4b-cb240096564b	0.82
6203	Expertise	English (US)	Time Series Analysis and Forecasting with GPT-4o	417d2a61-0646-5235-a896-113b9c327f53	0.63
6204	Expertise	English (US)	Time Series Modeling in Excel, R, and Power BI	c1557a56-4530-5454-9c8b-8133155404b4	2
6205	Expertise	English (US)	Top 10 Skills for AI Engineer/AI Ops Engineers	f2ea197c-d37a-5db5-869e-af8617bcd099	0.57
6206	Expertise	English (US)	Top 10 Skills for AI Systems Designers	eda7bf76-2a7a-5293-92e8-a48d946b0268	0.68
6207	Expertise	English (US)	Top 10 Skills for Machine Learning Cloud Architects	4169aee7-56b5-55db-a9ca-e45bc7273b2c	0.53
6208	Expertise	English (US)	Train Your Brain to Unwind Stress and Anxiety Habits	730f4a07-e06a-56dd-b8f4-a991300842b2	1.08
6209	Expertise	English (US)	Training Neural Networks in C++	6aad8fab-741b-5426-8153-5ed302895149	2.1
6210	Expertise	English (US)	Training Neural Networks in Python	83720a7b-d88f-5129-a675-2f8ea357d232	2.12
6211	Expertise	English (US)	Transforming Business with AI Agents: Autonomous Efficiency and Decision-Making	47667422-bfe4-52f8-b437-36491fd02362	0.62
6212	Expertise	English (US)	Transitioning into Machine Learning Engineering	3f5ec6a9-4c21-53ae-8248-3656d56b4319	0.47
6213	Expertise	English (US)	Uncertain: The Wisdom and Wonder of Being Unsure	a473fb52-8853-5d34-b04f-abe3a048536c	0.2
